,description,title,company,created,contract_time,adref,location,__CLASS__,salary_is_predicted,redirect_url,category,id,latitude,longitude,salary_max,salary_min,contract_type
97,"Description General Information: Job Title: AI Engineer Location: Toronto, ON (Onsite/Hybrid) Job Type: Full-Time Reporting Line: Head of R&D Salary Range: CAD 135k–170k CAD per year (negotiable) About Fulfillment IQ (FIQ): Fulfillment IQ is a supply chain engineering and transformation company that helps brands, retailers, and 3PLs design, build, and scale high-performance logistics operations. We work at the intersection of strategy, operations, and technology where we solve complex, real-wor…",AI Engineer,"{'display_name': 'Fulfillment IQ', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-04-22T16:24:18Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUJURWM1NWo4UkdUVzdHRXRyeFhEUSIsImkiOiI1NzA3NDIwOTc2In0.wBNO2SXBnPhXyVAkoBsDYRcWfFvlqunxG1saIbjM5oA,"{'display_name': 'Toronto, Ontario', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'Ontario', 'Toronto']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5707420976?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5707420976,43.706102,-79.402726,170.0,135.0,
98,"Charger logistics Inc. is a world- class asset-based carrier with locations across North America. With over 20 years of experience providing the best logistics solutions, Charger logistics has transformed into a world-class transport provider and continue to grow. We are looking for a highly motivated AI Engineer to join our team based out of our Brampton office and contribute to the development of AI-driven solutions for various departments. This role focuses on building production AI agents a…",AI Engineer,"{'display_name': 'Charger Logistics Inc', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-05T18:12:29Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUJURWM1NWo4UkdUVzdHRXRyeFhEUSIsImkiOiI1NzUzNjUzNjUzIn0.fd5qMOf7mM9NHG0kbRDV8pMKkgTSIKnzdG1ftZBArPM,"{'area': ['Canada', 'Ontario', 'Peel region', 'Brampton'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Brampton, Peel region'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753653653?utm_medium=api&utm_source=dc9dca8a,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}",5753653653,,,,,
99,"JD 8-10 years of relevant experience in Apps Development or systems analysis role Core AI/ML Foundations: Strong foundational knowledge in GenAI , Machine Learning (ML modeling), Data Science, Statistics, and AI fundamentals, including Natural Language Processing (NLP), Neural Networks, and Large Language Models (LLMs). Generative AI & LLM Expertise: Extensive hands-on experience with leading LLMs such as Google Gemini, OpenAI models, Anthropic Claude, Mistral, Llama, and various other open-sou…",AI Engineer,"{'display_name': 'Purple Hires Inc', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-05T13:15:53Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzM1MTM1MiIsInMiOiJBQlRFYzU1ajhSR1RXN0dFdHJ4WERRIn0._rAR63_BBQINfmFP_kvt-HY3pGnRLhcppTK4f4ejVjU,"{'display_name': 'Mississauga, Peel region', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'Ontario', 'Peel region', 'Mississauga']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753351352?utm_medium=api&utm_source=dc9dca8a,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}",5753351352,43.56973,-79.60398,,,
100,"Description We are currently seeking a AI Engineer to join our team. The AI Engineer is responsible for designing, building, and delivering high ‑ quality AI technology solutions, including agentic AI applications, retrieval ‑ based intelligence, automation components, and secure system integrations. This role blends software engineering with modern AI development approaches to create reliable, safe, and scalable capabilities that improve user experience, operational efficiency, and decision ‑ …",AI Engineer,"{'display_name': 'First West Credit Union', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-28T13:58:22Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwMzU0MTY4NCIsInMiOiJBQlRFYzU1ajhSR1RXN0dFdHJ4WERRIn0.3RPCaZR-2gR5I7o_cPX4klNyrQlKFWdJU1h8zd527e8,"{'display_name': 'Langley, Greater Vancouver', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'British Columbia', 'Greater Vancouver', 'Langley']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5603541684?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5603541684,49.104322,-122.634802,,,
101,"Job Description We are seeking an experienced AI Engineer to lead the design and development of intelligent data solutions focused on credit intake, triage, and decisioning. This role will play a key part in building proof-of-concepts and scalable AI-driven capabilities within a cloud environment. Key Responsibilities - Design and build AI/ML solutions to support intelligent intake and triage workflows - Develop proof-of-concepts (POCs) and evolve them into production-ready solutions - Implemen…",AI Engineer,"{'display_name': 'Insight Global', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-05-29T01:28:51Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUJURWM1NWo4UkdUVzdHRXRyeFhEUSIsImkiOiI1NzQ0Mjk5MTk0In0.pC4ays9nfzWPKevk9VV4aMI3EfSKgoVHtlvuAwf8BR4,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Toronto, Ontario', 'area': ['Canada', 'Ontario', 'Toronto']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5744299194?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5744299194,43.706102,-79.402726,,,
102,"Job Description AI Engineer, AidenSales RBC Capital Markets is seeking an AI Engineer with deep expertise in Generative AI, neural networks, and transfer learning to support Sales teams with cutting-edge AI-powered solutions. You will lead the design and development of intelligent systems that enhance client engagement, deal intelligence, and sales productivity across Capital Markets. The Capital Markets Data AI and Research Technology (DART) team is looking for a hands-on AI Engineer to drive …",AI Engineer,"{'display_name': 'Royal Bank of Canada', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-04-25T16:44:59Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUJURWM1NWo4UkdUVzdHRXRyeFhEUSIsImkiOiI1NzEwNTg2NTcxIn0.m4mF0eGTwCyjqbta4ApisN5VzWo3i6XiqYsHMciQnuM,"{'display_name': 'Canada', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5710586571?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5710586571,,,,,
103,"Job Description Job Description Description Your role at GEI. The AI Engineer is responsible for the development of AI solutions, typically leveraging pretrained models and copilots, to support GEI’s priority digital and AI initiatives. This role focuses on building, deploying, and integrating AI capabilities into business workflows in a secure, scalable, and maintainable manner. The AI Engineer plays a hands-on role in active AI Solutions Factory use cases by implementing AI-based solutions, i…",AI Engineer,"{'display_name': 'GEI Consultants', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-02T06:16:48Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUJURWM1NWo4UkdUVzdHRXRyeFhEUSIsImkiOiI1NzQ5MDA4NjE3In0.zdzq7EgKWPq7lFiO4vPR_tofc7bqSgMt09J2_5rSOds,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Concord, York region', 'area': ['Canada', 'Ontario', 'York region', 'Concord']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5749008617?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5749008617,43.809752,-79.504008,150000.0,110000.0,
104,"Job Description Job Description Description Your role at GEI. The AI Engineer is responsible for the development of AI solutions, typically leveraging pretrained models and copilots, to support GEI’s priority digital and AI initiatives. This role focuses on building, deploying, and integrating AI capabilities into business workflows in a secure, scalable, and maintainable manner. The AI Engineer plays a hands-on role in active AI Solutions Factory use cases by implementing AI-based solutions, i…",AI Engineer,"{'display_name': 'GEI Consultants', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-02T06:16:38Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUJURWM1NWo4UkdUVzdHRXRyeFhEUSIsImkiOiI1NzQ5MDA4NTc0In0.fNZ5m19tboIaynGNus6NxX-bvPihKaQHqGYjUUc2h4o,"{'area': ['Canada', 'Ontario', 'York region', 'Markham'], 'display_name': 'Markham, York region', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5749008574?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5749008574,43.86652,-79.293777,150000.0,110000.0,
105,"Job Description Job Description Description Your role at GEI. The AI Engineer is responsible for the development of AI solutions, typically leveraging pretrained models and copilots, to support GEI’s priority digital and AI initiatives. This role focuses on building, deploying, and integrating AI capabilities into business workflows in a secure, scalable, and maintainable manner. The AI Engineer plays a hands-on role in active AI Solutions Factory use cases by implementing AI-based solutions, i…",AI Engineer,"{'display_name': 'GEI Consultants', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-02T06:14:08Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUJURWM1NWo4UkdUVzdHRXRyeFhEUSIsImkiOiI1NzQ5MDA3OTUzIn0.bkWbFkEQtXQ_dgXPOu5rJ-_y0VJa-rUaQ6SYCkc-aoo,"{'display_name': 'Guelph, Wellington region', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'Ontario', 'Wellington region', 'Guelph']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5749007953?utm_medium=api&utm_source=dc9dca8a,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}",5749007953,43.541772,-80.248457,150000.0,110000.0,
106,"Job Description Job Description Description Your role at GEI. The AI Engineer is responsible for the development of AI solutions, typically leveraging pretrained models and copilots, to support GEI’s priority digital and AI initiatives. This role focuses on building, deploying, and integrating AI capabilities into business workflows in a secure, scalable, and maintainable manner. The AI Engineer plays a hands-on role in active AI Solutions Factory use cases by implementing AI-based solutions, i…",AI Engineer,"{'display_name': 'GEI Consultants', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-02T06:10:24Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTAwNjQ2NCIsInMiOiJBQlRFYzU1ajhSR1RXN0dFdHJ4WERRIn0.7is79baHGqSHkfxmyyMXYE2oc3W0cTOs544EcuHaIuY,"{'area': ['Canada', 'Ontario', 'Waterloo region', 'Kitchener'], 'display_name': 'Kitchener, Waterloo region', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5749006464?utm_medium=api&utm_source=dc9dca8a,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}",5749006464,43.43603,-80.479497,150000.0,110000.0,
107,"The Role: Building & Evaluating AI Solutions We're looking for a talented and experienced AI Engineer to join our growing team. This is a pivotal role where you'll be instrumental in both building our core AI-powered tools and developing the programmatic platforms to rigorously evaluate AI systems . If you're passionate about applying robust engineering principles to AI, creating end-to-end solutions, and building systems for comprehensive AI assessment, we want to talk to you. Role Responsibil…",AI Engineer,"{'display_name': 'Armilla AI', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-09T13:45:05Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3NjIzMTE4MSIsInMiOiJBQlRFYzU1ajhSR1RXN0dFdHJ4WERRIn0.nkq82G-2jdKDIDg1WNBprfKoCIi4_KYXXnbZFNvOIYY,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Toronto, Ontario', 'area': ['Canada', 'Ontario', 'Toronto']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5576231181?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5576231181,43.706102,-79.402726,,,
108,"Join our teamJoin our team as an AI Engineer. Your Responsibilities: • Implement automated MLOps pipelines (CI/CD, data, training). • Implement ETL pipelines for data ingestion. • Containerize and deploy models into production. • Continuously monitor models (drift detection, alerting). • Manage model and data versioning to ensure reproducibility. • Apply governance principles (bias, privacy, transparency). • Collaborate with data scientists to transform prototypes into stable services. • Write …",AI Engineer,"{'display_name': 'LGS', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-20T15:08:56Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYzODY0Mzk4MCIsInMiOiJBQlRFYzU1ajhSR1RXN0dFdHJ4WERRIn0.VPgFcbGTEKHTbvRkdJwESGv2fMM4eHFkZd6CawVfDwc,"{'area': ['Canada', 'Québec', 'Montréal'], 'display_name': 'Montréal, Québec', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5638643980?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5638643980,45.544959,-73.588138,,,
109,"Who we are Samsara (NYSE: IOT) is the pioneer of the Connected Operations™ Cloud, which is a platform that enables organizations that depend on physical operations to harness Internet of Things (IoT) data to develop actionable insights and improve their operations. At Samsara, we are helping improve the safety, efficiency and sustainability of the physical operations that power our global economy. Representing more than 40% of global GDP, these industries are the infrastructure of our planet, i…",AI Engineer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Samsara'}",2026-04-11T16:28:37Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5Njg3MTMxOSIsInMiOiJBQlRFYzU1ajhSR1RXN0dFdHJ4WERRIn0.h5DoWZvbBaVx34CgwsX2yn4HzoScQ9qfBl5Rj6lYMvM,"{'area': ['Canada'], 'display_name': 'Canada', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5696871319?utm_medium=api&utm_source=dc9dca8a,"{'label': 'Engineering Jobs', 'tag': 'engineering-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5696871319,,,,,
110,"Job Description Insight Global is seeking an experienced Platform Engineer to help establish and scale a top client's AI governance framework while contributing hands-on to the development of foundational AI platforms. This role sits at the intersection of compliance, security, and engineering, ensuring AI tools are used responsibly, securely, and in alignment with organizational standards. Key Responsibilities - Establish, implement, and maintain governance and compliance policies related to e…",AI Engineer,"{'display_name': 'Insight Global', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-04-25T01:07:01Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDA2MTA4NyIsInMiOiJBQlRFYzU1ajhSR1RXN0dFdHJ4WERRIn0.luovCeHbJDF2tqlE4El3bmz-gk4Oh-S4-7j1-xJNhFY,"{'display_name': 'Greater Vancouver, British Columbia', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'British Columbia', 'Greater Vancouver']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5710061087?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5710061087,49.256582,-122.898456,,,
111,"Company Overview: Req ID: 341521 NTT DATA strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. NTT DATA's Client is currently seeking a Software Development Advisor to join their team in Halifax, Nova Scotia (CA-NS), Canada (CA). REMOTE Job Description: Role Title: AI Engineer Location: Canada Overview: We are seeking a highly motivated and skilled AI Engineer…",AI Engineer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NTT Data Americas, Inc.'}",2026-02-19T23:40:08Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYzNzI4MDc2OSIsInMiOiJBQlRFYzU1ajhSR1RXN0dFdHJ4WERRIn0.iarvarH7iKTO7lF8XZHXDK8523Ck2LIoX6w8fUoE7sE,"{'display_name': 'Halifax region, Nova Scotia', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'Nova Scotia', 'Halifax region']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5637280769?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5637280769,44.681555,-63.556363,,,
112,"This role sits at the intersection of AI engineering and application development. You’ll build customer-facing features from scratch, while also helping us integrate and scale the AI infrastructure that power them. You're deeply fluent in TypeScript and React, strong enough on the backend to own a feature end-to-end, and have meaningful experience building AI applications. You craft fast, polished, reliable software and you're drawn to problems that are genuinely unsolved. We're looking for ful…",AI Engineer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Durable'}",2026-03-19T16:19:25Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3MjI3NjE1OCIsInMiOiJBQlRFYzU1ajhSR1RXN0dFdHJ4WERRIn0.wilJ_2JGIHo8ITlta4njxk4JVYd6lfxzWSf2a71sBbw,"{'display_name': 'Vancouver, Greater Vancouver', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'British Columbia', 'Greater Vancouver', 'Vancouver']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5672276158?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5672276158,49.252255,-123.108651,225000.0,180000.0,
113,"Description KEY OBJECTIVES: We are seeking a highly skilled AI Engineer to lead the design, solutioning, and development of scalable, reusable AI-driven core capabilities for our global Finance Transformation program. This role sits at the intersection of finance, technology, and governance, enabling the development of intelligent, compliant-by-design solutions that support key Finance functions at a global level. You will partner closely with cross-functional teams including Finance, IT, Globa…",AI Engineer,"{'display_name': 'Chubb', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-05-06T16:30:00Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDc1MzcyNSIsInMiOiJBQlRFYzU1ajhSR1RXN0dFdHJ4WERRIn0.uaZdVJAyk7CyUVhee9ELeHiW1JKQAMMorpx3wTu_F60,"{'display_name': 'Toronto, Ontario', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'Ontario', 'Toronto']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5720753725?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5720753725,43.706102,-79.402726,,,
114,"Location: Greater Vancouver Area (In-Office Only) candidates only About D3 Security D3 Security is transforming SecOps with Morpheus, our AI-driven Autonomous Security Operations Center (ASOC) platform. Morpheus automates Tier 1–3 analyst work with unmatched precision, processing millions of alerts in real time and empowering security teams to respond faster and smarter. Our mission: to deliver scalable, intelligent, and integrated security operations solutions for the world’s most forward-thin…",AI Engineer,"{'display_name': 'D3 Security Management Systems', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-18T16:30:31Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUJURWM1NWo4UkdUVzdHRXRyeFhEUSIsImkiOiI1NjcxMTU3NzUwIn0.ZsMNR9y4f-Ph0OTd4HD4NJRTIDXGW9ZM9Cg6PLXwHF4,"{'display_name': 'Victory Square, Vancouver', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'British Columbia', 'Greater Vancouver', 'Vancouver', 'Victory Square']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5671157750?utm_medium=api&utm_source=dc9dca8a,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}",5671157750,49.27998,-123.10879,,,permanent
115,"Accelerate your success at Colliers. Why Colliers? As one of Canada’s leading commercial real estate services firms, we are driven by our mission to accelerate success for our people, clients, and communities. A career at Colliers gives you the opportunity to make an impact, advance your career, and collaborate with top-tier talent. Don’t just take our word for it – we’ve been recognized as a top employer on a number of prestigious lists, including Best Workplaces in Canada, Best Workplaces for…",AI Engineer,"{'display_name': 'Colliers International Valuation & Advisory Services', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-05-21T16:33:31Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUJURWM1NWo4UkdUVzdHRXRyeFhEUSIsImkiOiI1NzM2NzQyNDYyIn0.C6ToQ64tMNFairspaW7r_z1OGs9Ibh0t2RWOLp8CNQM,"{'area': ['Canada', 'Ontario', 'Toronto'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Toronto, Ontario'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5736742462?utm_medium=api&utm_source=dc9dca8a,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'engineering-jobs', 'label': 'Engineering Jobs'}",5736742462,,,,,
116,"At YuJa, we are on a mission to equip regulated sector clients with solutions to deliver compliant digital experiences. We integrate AI thoughtfully to support smarter decisions and create more inclusive, user-centric solutions. We’re looking for a passionate AI Engineer to join our core engineering team and help design, build, and scale our AI infrastructure and models. About Us YuJa, Inc. is a leading provider of cloud-based digital compliance and accessibility solutions for regulated sectors…",AI Engineer,"{'display_name': 'YuJa Inc.', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-05T16:43:38Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUJURWM1NWo4UkdUVzdHRXRyeFhEUSIsImkiOiI1NzUzNDg3MzQ3In0.RzbyjnD8voiuARevBix3a1Zf-0hEURqtpy7aesDvey4,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'East York, Toronto', 'area': ['Canada', 'Ontario', 'Toronto', 'East York']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753487347?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'engineering-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Engineering Jobs'}",5753487347,43.77063,-79.33486,,,
117,"KUBRA HQ is KUBRA’s unified, AI-powered, cloud-native platform that brings together all of our billing, payments, and customer experience solutions under one scalable system. It serves as the foundation for KUBRA’s products — from payments and alerts to portals and analytics — enabling clients to manage the entire customer communication and billing journey seamlessly. The AI Engineer is responsible for designing, building, and operationalizing intelligent systems that extract value from data an…",AI Engineer,"{'display_name': 'Kubra', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-13T16:05:23Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY2Mzk4OTM4NSIsInMiOiJBQlRFYzU1ajhSR1RXN0dFdHJ4WERRIn0.LoI1ymRS2jPSdCD6AnxlNoDuHw-Osg3nLzS_Ht596xY,"{'area': ['Canada', 'Ontario', 'Peel region', 'Mississauga'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Mississauga, Peel region'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5663989385?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5663989385,,,,,permanent
118,"Job Description Job Description Description General Information: Job Title: AI Engineer Location: Toronto, ON (Onsite/Hybrid) Job Type: Full-Time Reporting Line: Head of R&D Salary Range: CAD 135k–170k CAD per year (negotiable) About Fulfillment IQ (FIQ): Fulfillment IQ is a supply chain engineering and transformation company that helps brands, retailers, and 3PLs design, build, and scale high-performance logistics operations. We work at the intersection of strategy, operations, and technology …",AI Engineer,"{'display_name': 'Fulfillment IQ', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-05-24T05:40:04Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUJURWM1NWo4UkdUVzdHRXRyeFhEUSIsImkiOiI1NzM5NjM4OTk5In0.ns3OEdRfjXLiwpd4pN4180TiKfqq8KIAWW2_R4rgPK0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Toronto, Ontario', 'area': ['Canada', 'Ontario', 'Toronto']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5739638999?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5739638999,43.706102,-79.402726,,,
119,"Job Description Job Description Charger logistics Inc. is a world- class asset-based carrier with locations across North America. With over 20 years of experience providing the best logistics solutions, Charger logistics has transformed into a world-class transport provider and continue to grow. We are looking for a highly motivated AI Engineer to join our team based out of our Brampton office and contribute to the development of AI-driven solutions for various departments. This role focuses on…",AI Engineer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Charger Logistics Inc'}",2026-06-06T06:35:15Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUJURWM1NWo4UkdUVzdHRXRyeFhEUSIsImkiOiI1NzU0MzE2MzA4In0.lcA1UhR9Q1oBAKXYQzCPTmX3TpNwLXhh5IA4Ba-C6-Q,"{'area': ['Canada', 'Ontario', 'Peel region', 'Brampton'], 'display_name': 'Brampton, Peel region', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5754316308?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5754316308,43.71187,-79.753007,,,
120,"Job Description Job Description Our company is AI and Data is at the forefront of AI innovation, delivering transformative solutions that enable automation, optimization, and efficiency for leading organizations. Our Data Science team partners with clients to envision, design, and implement AI/ML-first strategies, always prioritizing responsible and transparent AI practices. What will your typical day look like?: As an AI Engineer, you will focus on building, deploying, and maintaining advanced…",AI Engineer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MarkiTech'}",2026-06-06T06:34:51Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NDMxNTA3MCIsInMiOiJBQlRFYzU1ajhSR1RXN0dFdHJ4WERRIn0.FuOohzTrRyWTX4XiQ4preX3EEnKIs6uBJRfH9kMO3rU,"{'display_name': 'Toronto, Ontario', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'Ontario', 'Toronto']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5754315070?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5754315070,43.706102,-79.402726,166400.0,145600.0,
